feat_56,feat_7,feat_69,feat_12,feat_70,feat_51,feat_20,feat_21,feat_61,feat_23,target
0,0,0,1,0,0,0,0,0,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,4,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,2,0,3,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,1,1,4,0,Class_6
0,5,0,1,4,0,5,0,0,0,Class_8
1,0,0,0,3,0,1,4,0,0,Class_3
3,0,0,0,0,1,0,0,0,0,Class_6
0,0,0,0,1,0,1,0,0,0,Class_6
0,0,0,1,0,0,6,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
1,0,0,0,2,0,2,0,0,1,Class_4
0,0,1,0,0,0,0,0,0,0,Class_8
0,1,0,0,0,0,0,0,0,0,Class_7
0,0,0,1,0,0,0,0,0,0,Class_5
1,0,30,0,0,0,1,0,0,0,Class_8
0,0,2,0,0,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
1,1,0,0,0,0,0,0,0,0,Class_7
0,0,0,0,0,0,0,0,2,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_5
0,0,0,0,2,0,0,1,0,0,Class_2
0,0,0,0,1,0,1,0,2,0,Class_6
0,0,0,0,1,0,2,0,0,0,Class_1
1,0,0,0,1,0,1,2,0,0,Class_3
0,0,0,0,0,0,0,1,1,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,1,0,4,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,11,0,1,0,0,1,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,3,0,0,1,0,0,0,0,0,Class_8
0,1,0,0,1,0,0,0,2,0,Class_6
0,0,0,0,0,0,1,1,0,1,Class_3
0,0,0,0,0,0,0,0,0,0,Class_8
0,3,0,0,10,0,3,1,2,14,Class_7
1,0,0,0,1,0,0,0,0,2,Class_7
0,0,0,0,0,0,0,0,2,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_1
0,0,0,0,1,0,1,0,0,0,Class_2
0,0,0,1,1,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,1,0,1,Class_2
0,0,0,0,2,0,0,0,0,0,Class_6
0,0,0,0,3,0,0,0,0,0,Class_3
0,6,0,0,2,0,1,0,0,1,Class_1
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,6,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,2,0,0,0,1,0,0,0,Class_8
2,0,0,0,3,0,0,0,0,0,Class_6
1,0,1,0,15,0,5,0,0,0,Class_7
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,1,2,0,0,1,0,0,0,Class_9
0,0,0,0,2,0,0,2,1,0,Class_6
1,0,0,0,2,0,1,0,0,0,Class_2
1,0,0,0,3,0,0,0,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,2,0,1,3,0,0,Class_9
0,0,0,0,1,0,0,0,0,0,Class_4
1,0,0,0,0,2,0,0,1,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,4,0,0,0,1,0,0,1,Class_1
0,3,0,0,1,0,0,0,9,0,Class_6
0,0,0,1,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,2,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,2,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_4
0,0,0,0,1,0,0,2,0,0,Class_2
0,0,0,1,3,0,0,0,0,0,Class_3
0,0,3,0,0,0,3,0,0,0,Class_8
0,0,0,1,6,0,0,0,0,0,Class_7
0,0,0,0,1,0,1,0,0,0,Class_6
0,1,9,1,0,0,4,0,0,2,Class_8
0,0,0,0,0,0,1,0,0,0,Class_6
0,1,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
1,0,0,0,4,0,1,0,0,0,Class_3
0,0,0,0,3,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,3,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,1,0,0,0,1,5,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,1,Class_3
0,0,0,0,2,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_9
0,1,21,0,0,0,3,0,0,0,Class_8
0,0,0,0,0,2,0,0,1,0,Class_6
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,5,0,0,0,0,0,Class_2
2,0,0,0,0,0,0,0,3,1,Class_6
1,0,0,0,9,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,2,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,3,0,0,0,0,0,Class_6
0,0,0,1,1,0,0,0,0,0,Class_9
0,0,0,0,2,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_2
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,16,1,3,0,1,0,0,1,Class_8
1,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,1,0,1,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,1,2,0,Class_6
0,0,2,0,0,0,0,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_3
1,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,1,0,1,0,0,0,Class_1
0,1,0,0,0,0,0,2,2,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,2,0,0,0,3,0,0,0,Class_8
0,0,30,0,4,0,2,0,0,0,Class_8
0,0,0,0,1,0,0,0,0,0,Class_7
0,1,0,0,1,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,3,Class_2
0,0,0,0,7,0,3,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,1,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_1
0,0,0,0,1,0,0,0,2,0,Class_6
1,0,0,2,0,0,1,0,0,0,Class_2
0,0,0,0,3,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,2,1,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,2,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,3,1,0,0,0,0,0,0,Class_9
0,0,0,0,3,0,1,0,0,0,Class_6
0,0,0,1,3,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,8,1,0,1,13,Class_6
0,1,0,0,2,0,6,0,0,0,Class_6
0,0,0,0,0,0,0,2,0,0,Class_5
0,0,2,1,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,1,0,0,0,2,0,Class_6
0,0,0,0,0,0,0,2,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_6
0,1,0,1,0,0,0,0,3,0,Class_6
0,0,1,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,2,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
1,0,0,0,0,0,0,2,5,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,2,0,0,0,3,0,Class_6
0,1,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,4,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,1,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,2,0,4,0,2,2,0,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_8
0,0,0,0,0,0,1,0,0,0,Class_3
0,0,0,0,1,0,1,0,0,0,Class_3
0,2,33,0,2,0,2,0,0,0,Class_8
0,0,0,0,0,0,1,0,0,0,Class_9
0,1,0,0,1,0,1,0,0,0,Class_1
0,0,0,0,1,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,1,3,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,1,2,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,2,0,0,0,0,0,Class_9
0,0,0,0,0,0,2,0,0,0,Class_6
0,1,0,0,0,0,1,0,1,0,Class_6
0,0,0,0,0,0,0,1,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,13,0,0,6,0,3,2,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,3,Class_2
0,0,0,0,5,2,0,0,0,1,Class_8
1,0,0,0,0,0,2,0,4,0,Class_6
0,0,0,0,1,1,0,3,6,0,Class_6
1,0,0,0,0,0,0,0,1,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,0,0,0,1,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,1,0,1,0,6,0,Class_6
1,2,0,0,0,0,0,0,0,0,Class_8
0,3,1,0,0,0,0,0,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,41,0,1,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,1,0,0,Class_4
1,2,3,1,15,0,1,0,0,0,Class_9
0,0,0,1,0,0,4,0,0,0,Class_8
0,1,0,0,1,0,0,1,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,2,0,0,Class_6
0,0,0,1,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,3,0,2,0,0,0,Class_3
0,2,1,0,0,0,0,0,0,2,Class_7
0,1,1,0,0,0,2,0,0,0,Class_8
0,0,2,0,0,0,0,1,0,0,Class_6
0,0,1,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,2,0,0,0,2,0,Class_6
0,0,0,0,2,0,1,0,0,0,Class_6
0,0,0,1,0,0,0,0,0,0,Class_1
0,0,1,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,1,0,0,0,0,0,0,Class_2
0,0,0,1,3,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_3
0,2,1,0,1,0,0,0,2,8,Class_6
0,0,0,0,2,0,1,0,0,0,Class_8
0,0,0,0,0,0,0,2,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_8
0,0,0,0,2,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,1,12,0,3,0,1,0,0,0,Class_8
0,0,0,0,0,0,2,0,0,0,Class_6
3,1,0,0,2,0,0,0,0,0,Class_7
1,0,0,0,3,0,2,0,4,0,Class_6
0,0,0,1,0,0,0,0,0,0,Class_9
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,2,0,0,0,0,0,Class_8
0,0,1,0,0,0,0,0,0,0,Class_5
0,0,0,0,4,0,0,0,0,0,Class_3
0,0,0,0,0,0,1,0,0,0,Class_7
0,0,0,0,0,0,0,0,3,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,1,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_8
0,1,0,1,2,0,1,6,23,1,Class_6
0,0,0,1,1,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_5
0,0,0,0,1,0,0,0,0,1,Class_2
1,0,0,0,3,0,0,0,0,0,Class_3
0,0,2,0,0,0,0,2,6,0,Class_8
0,0,20,0,1,0,5,0,0,0,Class_8
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,2,1,0,0,0,0,2,0,Class_7
0,0,5,0,1,0,5,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,1,Class_3
0,0,0,0,0,0,0,0,1,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_2
1,0,1,0,1,0,0,1,0,0,Class_3
0,0,0,0,0,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,1,0,Class_2
0,0,0,0,5,0,1,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_5
2,0,0,0,0,0,1,0,0,0,Class_1
0,0,1,0,4,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_2
0,0,0,0,3,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,3,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_4
0,38,2,0,9,1,2,0,0,4,Class_8
0,0,13,0,1,0,0,0,0,0,Class_8
0,0,0,0,4,0,1,0,0,0,Class_1
10,0,0,0,0,0,0,0,0,0,Class_7
0,0,0,0,2,0,0,0,0,0,Class_9
0,1,0,2,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,4,1,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,2,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,2,0,1,0,0,1,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,4,14,0,0,0,0,0,0,0,Class_8
1,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,3,0,1,0,0,0,Class_2
0,0,1,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,2,0,1,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,4,0,0,1,0,0,Class_2
0,0,3,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,1,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_6
0,9,1,0,4,0,4,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,1,0,0,0,0,0,0,0,Class_4
0,0,1,0,5,0,2,0,0,0,Class_7
0,0,0,0,1,0,0,0,0,0,Class_2
2,0,0,1,0,0,0,7,2,0,Class_6
0,1,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,1,0,0,Class_2
0,7,4,0,2,0,2,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,4,0,2,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,1,0,0,0,0,0,0,Class_6
1,0,0,0,3,0,0,0,0,2,Class_7
0,0,1,0,1,0,0,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,1,1,2,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,1,0,0,0,0,Class_6
0,2,0,0,1,0,1,0,0,0,Class_6
0,0,0,0,2,0,1,0,0,0,Class_8
0,0,0,0,1,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,1,0,1,Class_7
0,0,1,0,1,0,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_2
0,1,0,0,0,0,0,0,0,0,Class_8
0,0,0,1,1,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,1,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,2,11,0,0,0,3,0,0,0,Class_8
19,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,1,0,5,0,0,Class_6
0,0,0,2,0,0,2,1,0,0,Class_9
0,0,2,0,0,0,1,0,0,0,Class_8
0,1,1,0,0,0,0,0,0,0,Class_8
0,0,0,1,2,0,1,0,0,0,Class_6
0,0,0,0,5,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,1,4,3,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,2,0,1,0,0,0,0,0,0,Class_8
0,0,0,0,4,0,5,0,0,0,Class_8
0,0,0,0,0,0,0,1,1,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,1,1,0,7,0,0,0,0,1,Class_7
0,1,0,0,0,0,0,0,0,0,Class_9
0,0,0,1,1,0,0,0,0,0,Class_3
0,3,5,1,1,0,3,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,4,13,0,2,0,9,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,1,0,0,1,0,0,1,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,1,0,18,0,0,2,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_6
1,0,0,0,5,0,2,0,0,0,Class_3
0,0,0,1,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,3,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_6
0,0,0,0,2,0,1,0,0,4,Class_8
0,0,0,0,0,0,1,0,0,0,Class_1
0,0,0,0,1,0,0,1,0,0,Class_9
0,2,0,0,3,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,2,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,2,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,4,0,1,0,0,0,Class_8
0,4,1,1,1,0,1,0,0,0,Class_8
0,3,1,0,2,0,8,0,0,0,Class_8
0,0,0,0,0,0,1,0,0,0,Class_4
0,0,0,0,1,0,0,0,0,0,Class_9
1,0,0,0,4,0,0,0,0,0,Class_4
0,1,1,0,1,0,2,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,1,0,0,0,Class_1
0,1,0,0,0,0,1,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,2,0,0,3,0,0,Class_2
0,0,0,0,1,0,3,0,0,0,Class_8
0,0,1,0,0,0,0,0,0,1,Class_7
0,0,0,0,1,0,0,0,0,0,Class_9
0,0,0,0,1,0,0,0,0,3,Class_6
0,0,0,0,1,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,6,0,1,0,0,0,Class_8
1,0,0,0,0,0,0,0,0,0,Class_1
1,0,0,0,0,0,0,0,0,1,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,1,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,1,4,0,Class_6
0,0,0,0,3,2,4,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,5,0,0,6,0,2,0,0,0,Class_7
0,0,0,0,1,0,0,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,1,0,0,0,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_6
14,0,0,0,0,0,0,0,0,0,Class_7
0,0,0,0,2,0,1,0,3,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,8,0,0,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,1,0,8,0,1,0,0,0,Class_7
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,45,0,4,0,10,0,0,1,Class_8
0,0,0,0,0,0,4,0,0,6,Class_8
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,2,3,1,Class_6
0,0,0,0,0,0,0,0,0,0,Class_2
3,0,0,0,0,0,0,0,0,0,Class_8
0,0,1,0,2,0,2,0,0,0,Class_2
0,2,8,0,1,0,6,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_9
0,1,0,0,4,0,1,0,0,2,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,1,0,0,0,2,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,1,3,0,Class_6
1,0,0,0,0,0,1,0,0,0,Class_6
0,0,2,0,2,0,2,0,0,0,Class_4
0,0,0,1,0,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,2,0,0,0,0,0,Class_2
0,1,0,0,1,0,0,2,1,0,Class_6
0,0,0,0,2,0,0,0,0,0,Class_9
0,0,0,0,3,0,0,0,0,0,Class_9
0,0,0,1,0,0,0,0,0,0,Class_6
0,0,0,0,0,1,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,2,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,3,0,0,0,0,0,Class_6
1,1,0,1,0,0,0,1,1,0,Class_6
0,0,0,0,3,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,5,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_3
0,2,8,0,6,0,13,0,0,0,Class_1
0,0,0,0,0,0,0,0,0,0,Class_2
1,0,0,0,0,0,0,1,1,0,Class_6
0,0,0,0,0,0,2,0,0,0,Class_9
0,0,2,0,0,0,1,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,1,7,0,2,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_6
1,0,0,0,6,0,0,0,0,0,Class_3
0,0,0,0,3,0,0,0,0,0,Class_6
0,0,0,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,0,1,0,Class_6
0,0,0,0,1,0,0,0,0,0,Class_8
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,2,0,0,Class_9
0,0,1,0,4,0,10,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_4
0,0,1,0,1,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,41,0,0,0,0,0,0,0,Class_8
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,1,0,0,1,Class_7
1,0,1,0,1,0,1,0,0,0,Class_8
1,0,0,0,0,0,0,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,2,0,0,3,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_2
1,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,6,0,0,0,0,0,Class_2
0,2,0,2,1,0,0,0,0,2,Class_6
0,0,0,0,0,0,0,0,0,0,Class_5
0,0,0,0,0,0,0,0,0,0,Class_3
0,1,0,0,6,5,0,0,0,7,Class_7
0,0,0,1,2,0,0,0,0,0,Class_3
0,0,0,0,1,0,0,0,0,0,Class_3
0,0,0,0,0,0,1,0,0,0,Class_9
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,0,0,0,0,0,0,Class_3
0,0,0,0,0,0,0,0,0,0,Class_2
0,0,0,0,1,0,0,3,0,0,Class_8
0,0,0,0,0,0,0,1,0,0,Class_6
0,0,7,0,0,1,2,0,0,3,Class_6
0,0,0,0,2,0,0,0,0,0,Class_2
0,0,0,0,0,0,1,0,0,0,Class_3
